excerpt,type,personality,category,atomicnumber,symbol,elementname,period,group,groupname,color
Tend to be charismatic and easy-going.,ENFJ,The Protagonist,Diplomats,61,Fi,First\nImpression,6,L,Random,#bcd4e6
Very direct and decisive.,ISTJ,The Logistician,Sentinels,61,Fi,First\nImpression,6,L,Random,#bcd4e6
Matter-of-fact kinda people,ESTJ,The Executive,Sentinels,61,Fi,First\nImpression,6,L,Random,#bcd4e6
Really social but never loud/obnoxious.,ISFJ,The Defender,Sentinels,61,Fi,First\nImpression,6,L,Random,#bcd4e6
The popular kids.,ESFJ,The Consul,Sentinels,61,Fi,First\nImpression,6,L,Random,#bcd4e6
Know before conflict starts what side they are on and will stick to it.,ISTJ,The Logistician,Sentinels,73,Pi,How They\nPick Sides,7,N,Emotions,#bcd4e6
Know before conflict starts what side they are on and will stick to it.,ESTJ,The Executive,Sentinels,73,Pi,How They\nPick Sides,7,N,Emotions,#bcd4e6
Will decide leading with personal emotions.,ISFJ,The Defender,Sentinels,73,Pi,How They\nPick Sides,7,N,Emotions,#bcd4e6
Will decide leading with personal emotions.,ESFJ,The Consul,Sentinels,73,Pi,How They\nPick Sides,7,N,Emotions,#bcd4e6
Will stay loyal to whoever's side they already have an affinity to.,ISTP,The Virtuoso,Explorers,73,Pi,How They\nPick Sides,7,N,Emotions,#bcd4e6
Will stay loyal to whoever's side they already have an affinity to.,ESTP,The Entrepreneur,Explorers,73,Pi,How They\nPick Sides,7,N,Emotions,#bcd4e6
Will decide by their gut feeling which side is right.,ISFP,The Adventurer,Explorers,73,Pi,How They\nPick Sides,7,N,Emotions,#bcd4e6
Will decide by their gut feeling which side is right.,ESFP,The Entertainer,Explorers,73,Pi,How They\nPick Sides,7,N,Emotions,#bcd4e6
See which side will help the most people in the long run.,INFJ,The Advocate,Diplomats,73,Pi,How They\nPick Sides,7,N,Emotions,#bcd4e6
See which side will help the most people in the long run.,ENFJ,The Protagonist,Diplomats,73,Pi,How They\nPick Sides,7,N,Emotions,#bcd4e6
Will pick which ever side jives with their morals even if it betrays a friend.,INFP,The Mediator,Diplomats,73,Pi,How They\nPick Sides,7,N,Emotions,#bcd4e6
Will pick which ever side jives with their morals even if it betrays a friend.,ENFP,The Campaigner,Diplomats,73,Pi,How They\nPick Sides,7,N,Emotions,#bcd4e6
Will side with whichever side is already on THEIR side.,INTJ,The Architect,Analysts,73,Pi,How They\nPick Sides,7,N,Emotions,#bcd4e6
Will side with whichever side is already on THEIR side.,ENTJ,The Commander,Analysts,73,Pi,How They\nPick Sides,7,N,Emotions,#bcd4e6
"Won't pick a side because 1) both have solid reasoning, 2) both are stupid, or 3) there are more than just the sides presented.",INTP,The Logician,Analysts,73,Pi,How They\nPick Sides,7,N,Emotions,#bcd4e6
"Won't pick a side because 1) both have solid reasoning, 2) both are stupid, or 3) there are more than just the sides presented.",ENTP,The Debater,Analysts,73,Pi,How They\nPick Sides,7,N,Emotions,#bcd4e6
Listening to chill music.,ENFP,The Campaigner,Diplomats,57,En,Personal\nEntertainment,2,L,Random,#bcd4e6
Internet memes. Enough said.,ENFJ,The Protagonist,Diplomats,57,En,Personal\nEntertainment,2,L,Random,#bcd4e6
Social media stalking.,ESFJ,The Consul,Sentinels,57,En,Personal\nEntertainment,2,L,Random,#bcd4e6
Adrenaline rushes.,ESTP,The Entrepreneur,Explorers,57,En,Personal\nEntertainment,2,L,Random,#bcd4e6
Reality T.V.,ESFP,The Entertainer,Explorers,57,En,Personal\nEntertainment,2,L,Random,#bcd4e6
Long car rides.,ISTP,The Virtuoso,Explorers,57,En,Personal\nEntertainment,2,L,Random,#bcd4e6
Anything John Green.,INFJ,The Advocate,Diplomats,57,En,Personal\nEntertainment,2,L,Random,#bcd4e6
Playing instruments.,INFP,The Mediator,Diplomats,57,En,Personal\nEntertainment,2,L,Random,#bcd4e6
Visiting art museums.,ISFP,The Adventurer,Explorers,57,En,Personal\nEntertainment,2,L,Random,#bcd4e6
Skyrim/staring at ceiling fans.,INTP,The Logician,Analysts,57,En,Personal\nEntertainment,2,L,Random,#bcd4e6
Being a 24/7 referee.,ENTJ,The Commander,Analysts,57,En,Personal\nEntertainment,2,L,Random,#bcd4e6
Arguing with authority figures.,ENTP,The Debater,Analysts,57,En,Personal\nEntertainment,2,L,Random,#bcd4e6
Books of any kind.,INTJ,The Architect,Analysts,57,En,Personal\nEntertainment,2,L,Random,#bcd4e6
"No, no, it's okay.",ISFJ,The Defender,Sentinels,57,En,Personal\nEntertainment,2,L,Random,#bcd4e6
*Don't even try*,ESTJ,The Executive,Sentinels,57,En,Personal\nEntertainment,2,L,Random,#bcd4e6
WHAT are you doing?!,ISTJ,The Logistician,Sentinels,57,En,Personal\nEntertainment,2,L,Random,#bcd4e6
CEO of CEOs,ENTJ,The Commander,Analysts,58,Ce,CEO of,3,L,Random,#bcd4e6
CEO of debate,ENTP,The Debater,Analysts,58,Ce,CEO of,3,L,Random,#bcd4e6
CEO of matchmaking,ENFJ,The Protagonist,Diplomats,58,Ce,CEO of,3,L,Random,#bcd4e6
CEO of charm,ENFP,The Campaigner,Diplomats,58,Ce,CEO of,3,L,Random,#bcd4e6
CEO of quick mindedness,ISTP,The Virtuoso,Explorers,58,Ce,CEO of,3,L,Random,#bcd4e6
CEO of creativity,ISFP,The Adventurer,Explorers,58,Ce,CEO of,3,L,Random,#bcd4e6
CEO of being underappreciated,ISFJ,The Defender,Sentinels,58,Ce,CEO of,3,L,Random,#bcd4e6
CEO of consistency,ISTJ,The Logistician,Sentinels,58,Ce,CEO of,3,L,Random,#bcd4e6
CEO of productivity,ESTJ,The Executive,Sentinels,58,Ce,CEO of,3,L,Random,#bcd4e6
CEO of boldness,ESTP,The Entrepreneur,Explorers,58,Ce,CEO of,3,L,Random,#bcd4e6
CEO of loyalty,ESFJ,The Consul,Sentinels,58,Ce,CEO of,3,L,Random,#bcd4e6
CEO of spontaneity,ESFP,The Entertainer,Explorers,58,Ce,CEO of,3,L,Random,#bcd4e6
CEO of being misunderstood,INFJ,The Advocate,Diplomats,58,Ce,CEO of,3,L,Random,#bcd4e6
CEO of problem solving,INTJ,The Architect,Analysts,58,Ce,CEO of,3,L,Random,#bcd4e6
CEO of uniqueness,INFP,The Mediator,Diplomats,58,Ce,CEO of,3,L,Random,#bcd4e6
CEO of innovation,INTP,The Logician,Analysts,58,Ce,CEO of,3,L,Random,#bcd4e6
"""To put it more simply...""

-> Are you seriously that stupid?",ENTJ,The Commander,Analysts,65,Pa,Passive\nAggressive Emails,4,M,Untold side,#bcd4e6
"""Thank you for your email."" 

-> Why you gotta bother me? Don't
you know, |'m trying to post on
Facebook and buy some stuff on
eBay",INFJ,The Advocate,Diplomats,65,Pa,Passive\nAggressive Emails,4,M,Untold side,#bcd4e6
"""As per our earlier conversation on the matter""

-> D-d-did I STUTTER? Don't make
me repeat myself",INFP,The Mediator,Diplomats,65,Pa,Passive\nAggressive Emails,4,M,Untold side,#bcd4e6
"""Correct me if I'm wrong""\n-> I know I'm not wrong and there is
no use in trying to challenge my opinion",ENFP,The Campaigner,Diplomats,65,Pa,Passive\nAggressive Emails,4,M,Untold side,#bcd4e6
"""Should you require further information...""

-> Don't ask me about nothing",ENTP,The Debater,Analysts,65,Pa,Passive\nAggressive Emails,4,M,Untold side,#bcd4e6
"""Just following up""
-> Clearly you thought I was joking
when I asked you the first time",INTP,The Logician,Analysts,65,Pa,Passive\nAggressive Emails,4,M,Untold side,#bcd4e6
"""According to my records...""
-> I am keeping track of all the facts, don't even try to screw me over",ESTJ,The Executive,Sentinels,65,Pa,Passive\nAggressive Emails,4,M,Untold side,#bcd4e6
"""Let me know if you have any concerns""

-> You better have no more questions as I myself don't have answers",ISFJ,The Defender,Sentinels,65,Pa,Passive\nAggressive Emails,4,M,Untold side,#bcd4e6
"""To put it more simply...""
-> Are you seriously that stupid?",INTJ,The Architect,Analysts,65,Pa,Passive\nAggressive Emails,4,M,Untold side,#bcd4e6
"""Thank you for your email."" 

-> Why you gotta bother me? Don't
you know, |'m trying to post on
Facebook and buy some stuff on
eBay",ESFP,The Entertainer,Explorers,65,Pa,Passive\nAggressive Emails,4,M,Untold side,#bcd4e6
"""As per our earlier conversation on the matter""

-> D-d-did I STUTTER? Don't make
me repeat myself",ESTP,The Entrepreneur,Explorers,65,Pa,Passive\nAggressive Emails,4,M,Untold side,#bcd4e6
"""Correct me if I'm wrong""

-> I know I'm not wrong and there is
no use in trying to challenge my opinion",ENFJ,The Protagonist,Diplomats,65,Pa,Passive\nAggressive Emails,4,M,Untold side,#bcd4e6
"""Should you require further information...""

-> Don't ask me about nothing",ISFP,The Adventurer,Explorers,65,Pa,Passive\nAggressive Emails,4,M,Untold side,#bcd4e6
"""Just following up""

-> Clearly you thought I was joking
when I asked you the first time",ISTP,The Virtuoso,Explorers,65,Pa,Passive\nAggressive Emails,4,M,Untold side,#bcd4e6
"""According to my records...""

-> I am keeping track of all the facts, don't even try to screw me over",ISTJ,The Logistician,Sentinels,65,Pa,Passive\nAggressive Emails,4,M,Untold side,#bcd4e6
"""Let me know if you have any concerns""

-> You better have no more questions as I myself don't have answers",ESFJ,The Consul,Sentinels,65,Pa,Passive\nAggressive Emails,4,M,Untold side,#bcd4e6
Likes to be in charge.,ENFP,The Campaigner,Diplomats,66,Tr,Unmentioned\nTraits,5,M,Untold side,#bcd4e6
Panic when there are too much disorganization.,INFP,The Mediator,Diplomats,66,Tr,Unmentioned\nTraits,5,M,Untold side,#bcd4e6
Very silent at first.,INFJ,The Advocate,Diplomats,66,Tr,Unmentioned\nTraits,5,M,Untold side,#bcd4e6
Like to be protected.,ENFJ,The Protagonist,Diplomats,66,Tr,Unmentioned\nTraits,5,M,Untold side,#bcd4e6
Super warm.,ENTJ,The Commander,Analysts,66,Tr,Unmentioned\nTraits,5,M,Untold side,#bcd4e6
Sociable af.,ENTP,The Debater,Analysts,66,Tr,Unmentioned\nTraits,5,M,Untold side,#bcd4e6
Playful when they feel at ease.,INTP,The Logician,Analysts,66,Tr,Unmentioned\nTraits,5,M,Untold side,#bcd4e6
Awkward when socializing.,INTJ,The Architect,Analysts,66,Tr,Unmentioned\nTraits,5,M,Untold side,#bcd4e6
Good listeners to their friends.,ESFP,The Entertainer,Explorers,66,Tr,Unmentioned\nTraits,5,M,Untold side,#bcd4e6
Extremely friendly.,ESTP,The Entrepreneur,Explorers,66,Tr,Unmentioned\nTraits,5,M,Untold side,#bcd4e6
Quite sarcastic.,ISFP,The Adventurer,Explorers,66,Tr,Unmentioned\nTraits,5,M,Untold side,#bcd4e6
Really kind.,ISTP,The Virtuoso,Explorers,66,Tr,Unmentioned\nTraits,5,M,Untold side,#bcd4e6
Determined and brave.,ESFJ,The Consul,Sentinels,66,Tr,Unmentioned\nTraits,5,M,Untold side,#bcd4e6
Attentive af.,ESTJ,The Executive,Sentinels,66,Tr,Unmentioned\nTraits,5,M,Untold side,#bcd4e6
Funny.,ISTJ,The Logistician,Sentinels,66,Tr,Unmentioned\nTraits,5,M,Untold side,#bcd4e6
Reserved.,ISFJ,The Defender,Sentinels,66,Tr,Unmentioned\nTraits,5,M,Untold side,#bcd4e6
Deals with it.,ISTJ,The Logistician,Sentinels,44,Sh,When Shit\nHappens,5,I,When...,#f0efeb
Deals with it.,ESTJ,The Executive,Sentinels,44,Sh,When Shit\nHappens,5,I,When...,#f0efeb
Deals with it.,ESTP,The Entrepreneur,Explorers,44,Sh,When Shit\nHappens,5,I,When...,#f0efeb
Deals with it.,ISTP,The Virtuoso,Explorers,44,Sh,When Shit\nHappens,5,I,When...,#f0efeb
Deals with it.,ENTJ,The Commander,Analysts,44,Sh,When Shit\nHappens,5,I,When...,#f0efeb
Panics + Over-analyzes it.,INFJ,The Advocate,Diplomats,44,Sh,When Shit\nHappens,5,I,When...,#f0efeb
Panics + Over-analyzes it.,ENFJ,The Protagonist,Diplomats,44,Sh,When Shit\nHappens,5,I,When...,#f0efeb
Panics + Over-analyzes it.,ISFJ,The Defender,Sentinels,44,Sh,When Shit\nHappens,5,I,When...,#f0efeb
Panics + Over-analyzes it.,ESFJ,The Consul,Sentinels,44,Sh,When Shit\nHappens,5,I,When...,#f0efeb
Panics + Over-analyzes it.,ENFP,The Campaigner,Diplomats,44,Sh,When Shit\nHappens,5,I,When...,#f0efeb
Doesn't realize that shit is going down.,INTP,The Logician,Analysts,44,Sh,When Shit\nHappens,5,I,When...,#f0efeb
Doesn't realize that shit is going down.,ENTP,The Debater,Analysts,44,Sh,When Shit\nHappens,5,I,When...,#f0efeb
Doesn't realize that shit is going down.,ISFP,The Adventurer,Explorers,44,Sh,When Shit\nHappens,5,I,When...,#f0efeb
Doesn't realize that shit is going down.,ESFP,The Entertainer,Explorers,44,Sh,When Shit\nHappens,5,I,When...,#f0efeb
Life is not fair! *escapes reality into dreamland*,INFP,The Mediator,Diplomats,44,Sh,When Shit\nHappens,5,I,When...,#f0efeb
Knew shit was gonna happen and prevented it from happening.,INTJ,The Architect,Analysts,44,Sh,When Shit\nHappens,5,I,When...,#f0efeb
The explosive in-your-face angry squad.,ENTJ,The Commander,Analysts,68,An,The Angry\nSquad,7,M,Untold side,#bcd4e6
The explosive in-your-face angry squad.,ESTJ,The Executive,Sentinels,68,An,The Angry\nSquad,7,M,Untold side,#bcd4e6
The explosive in-your-face angry squad.,ESTP,The Entrepreneur,Explorers,68,An,The Angry\nSquad,7,M,Untold side,#bcd4e6
The explosive in-your-face angry squad.,ESFP,The Entertainer,Explorers,68,An,The Angry\nSquad,7,M,Untold side,#bcd4e6
"The cold, you can feel the ice piercing your heart, they might murder you in your sleep type of anger squad.",INTJ,The Architect,Analysts,68,An,The Angry\nSquad,7,M,Untold side,#bcd4e6
"The cold, you can feel the ice piercing your heart, they might murder you in your sleep type of anger squad.",ISTP,The Virtuoso,Explorers,68,An,The Angry\nSquad,7,M,Untold side,#bcd4e6
"The cold, you can feel the ice piercing your heart, they might murder you in your sleep type of anger squad.",ENTP,The Debater,Analysts,68,An,The Angry\nSquad,7,M,Untold side,#bcd4e6
"The passive-agressive, would they please just tell me what's wrong already angry squad.",INFP,The Mediator,Diplomats,68,An,The Angry\nSquad,7,M,Untold side,#bcd4e6
"The passive-agressive, would they please just tell me what's wrong already angry squad.",INFJ,The Advocate,Diplomats,68,An,The Angry\nSquad,7,M,Untold side,#bcd4e6
"The passive-agressive, would they please just tell me what's wrong already angry squad.",ISFP,The Adventurer,Explorers,68,An,The Angry\nSquad,7,M,Untold side,#bcd4e6
"The passive-agressive, would they please just tell me what's wrong already angry squad.",ISFJ,The Defender,Sentinels,68,An,The Angry\nSquad,7,M,Untold side,#bcd4e6
"The passive-agressive, would they please just tell me what's wrong already angry squad.",ENFP,The Campaigner,Diplomats,68,An,The Angry\nSquad,7,M,Untold side,#bcd4e6
The you will never know they're angry squad.,ESFJ,The Consul,Sentinels,68,An,The Angry\nSquad,7,M,Untold side,#bcd4e6
The you will never know they're angry squad.,INTP,The Logician,Analysts,68,An,The Angry\nSquad,7,M,Untold side,#bcd4e6
The you will never know they're angry squad.,ENFJ,The Protagonist,Diplomats,68,An,The Angry\nSquad,7,M,Untold side,#bcd4e6
The you will never know they're angry squad.,ISTJ,The Logistician,Sentinels,68,An,The Angry\nSquad,7,M,Untold side,#bcd4e6
"Cries quietly somewhere out of sight, then walks away like nothing happened. The only signs that they have cried are damp eyes and a guarded, weary-looking face.",INTJ,The Architect,Analysts,67,Cr,The Crying\nSquad,6,M,Untold side,#bcd4e6
"Cries quietly somewhere out of sight, then walks away like nothing happened. The only signs that they have cried are damp eyes and a guarded, weary-looking face.",INFJ,The Advocate,Diplomats,67,Cr,The Crying\nSquad,6,M,Untold side,#bcd4e6
"Cries quietly somewhere out of sight, then walks away like nothing happened. The only signs that they have cried are damp eyes and a guarded, weary-looking face.",ENTJ,The Commander,Analysts,67,Cr,The Crying\nSquad,6,M,Untold side,#bcd4e6
"Cries quietly somewhere out of sight, then walks away like nothing happened. The only signs that they have cried are damp eyes and a guarded, weary-looking face.",ESTJ,The Executive,Sentinels,67,Cr,The Crying\nSquad,6,M,Untold side,#bcd4e6
"Cries quietly somewhere out of sight, then walks away like nothing happened. The only signs that they have cried are damp eyes and a guarded, weary-looking face.",ISTJ,The Logistician,Sentinels,67,Cr,The Crying\nSquad,6,M,Untold side,#bcd4e6
"Rarely cries; but when they do, bring the waterworks.",ENTP,The Debater,Analysts,67,Cr,The Crying\nSquad,6,M,Untold side,#bcd4e6
"Rarely cries; but when they do, bring the waterworks.",ESTP,The Entrepreneur,Explorers,67,Cr,The Crying\nSquad,6,M,Untold side,#bcd4e6
"Rarely cries; but when they do, bring the waterworks.",ISTP,The Virtuoso,Explorers,67,Cr,The Crying\nSquad,6,M,Untold side,#bcd4e6
"Probably cries over a deep, internalized existential crisis.",INFP,The Mediator,Diplomats,67,Cr,The Crying\nSquad,6,M,Untold side,#bcd4e6
"Probably cries over a deep, internalized existential crisis.",INTP,The Logician,Analysts,67,Cr,The Crying\nSquad,6,M,Untold side,#bcd4e6
"Probably cries over a deep, internalized existential crisis.",ENFP,The Campaigner,Diplomats,67,Cr,The Crying\nSquad,6,M,Untold side,#bcd4e6
"Probably cries over a deep, internalized existential crisis.",ENFJ,The Protagonist,Diplomats,67,Cr,The Crying\nSquad,6,M,Untold side,#bcd4e6
"Probably cries over a deep, internalized existential crisis.",ISFJ,The Defender,Sentinels,67,Cr,The Crying\nSquad,6,M,Untold side,#bcd4e6
The tears.... they are endless....... ,ESFJ,The Consul,Sentinels,67,Cr,The Crying\nSquad,6,M,Untold side,#bcd4e6
The tears.... they are endless....... ,ESFP,The Entertainer,Explorers,67,Cr,The Crying\nSquad,6,M,Untold side,#bcd4e6
The tears.... they are endless....... ,ISFP,The Adventurer,Explorers,67,Cr,The Crying\nSquad,6,M,Untold side,#bcd4e6
INFPs are individuals who care about what you say and do. Don't repeatedly turn them away.,INFP,The Mediator,Diplomats,70,Nv,Never Do\nThis,4,N,Emotions,#bcd4e6
"Never tell them you are not enough. This soul-crushing sentence will repeat itself in their ears, causing sadness. Instead, affirm them and acknowledge their work.",INFP,The Mediator,Diplomats,69,Nt,Never Tell\nThem,4,N,Emotions,#bcd4e6
INFJs need a lot of processing and alone time. Don't swarm them as that can be overwhelming.,INFJ,The Advocate,Diplomats,70,Nv,Never Do\nThis,4,N,Emotions,#bcd4e6
"Never tell them any personality related insults such as, you're too aloof! As this can make them doubt their identity and future. Instead, respect them and make sure they have the necessary love.",INFJ,The Advocate,Diplomats,69,Nt,Never Tell\nThem,3,N,Emotions,#bcd4e6
ISTPs need extra time to feel and understand their emotions. Don't let YOUR emotions out in a flood.,ISTP,The Virtuoso,Explorers,70,Nv,Never Do\nThis,4,N,Emotions,#bcd4e6
"Never tell them anything pointedly questioning their craft or talent. It's best to give a direct and RESPECTFUL critique, and proceeding logically from there.",ISTP,The Virtuoso,Explorers,69,Nt,Never Tell\nThem,3,N,Emotions,#bcd4e6
"ISFJs can be shy, especially in a new environment. Make sure to gradually adjust them to environment changes.",ISFJ,The Defender,Sentinels,70,Nv,Never Do\nThis,4,N,Emotions,#bcd4e6
"Never tell them or rather, ask, them questions doubting their abilities. Instead, ask direct questions with small complements throughout to make them feel valued.",ISFJ,The Defender,Sentinels,69,Nt,Never Tell\nThem,3,N,Emotions,#bcd4e6
INTPs may have issues that they're working on. Support them fully and don't rub their issues in their face.,INTP,The Logician,Analysts,70,Nv,Never Do\nThis,4,N,Emotions,#bcd4e6
"Never tell them phrases used in an extreme emotional environment. Instead, give them small but rational comments while making sure to be friendly.",INTP,The Logician,Analysts,69,Nt,Never Tell\nThem,3,N,Emotions,#bcd4e6
"INTJs are good at catching others bullshit arguments. Don't try to deceive them, it'll be disastrous.",INTJ,The Architect,Analysts,70,Nv,Never Do\nThis,4,N,Emotions,#bcd4e6
"Never tell them petty insults. They won't be offended, but their opinion of you would decrease. Instead, keep an open mind, hear them out, and give constructive criticism.",INTJ,The Architect,Analysts,69,Nt,Never Tell\nThem,3,N,Emotions,#bcd4e6
ISFPs are aware of their needs and wants. Don't brush them off as insignificant.,ISFP,The Adventurer,Explorers,70,Nv,Never Do\nThis,4,N,Emotions,#bcd4e6
"Never tell them to restrict their emotions or tell them they're acting irrationally. Instead, offer them support from an empathetic perspective and build their self esteem.",ISFP,The Adventurer,Explorers,69,Nt,Never Tell\nThem,3,N,Emotions,#bcd4e6
ISTJs appreciate doing favours for favours. Be fair in your judgment and don't take advantage of them.,ISTJ,The Logistician,Sentinels,70,Nv,Never Do\nThis,4,N,Emotions,#bcd4e6
"Never tell them that they're wrong. Although it may be true, it's best to tell them specifically what went wrong. Don't forget to check up on them and make sure they're okay mentally.",ISTJ,The Logistician,Sentinels,69,Nt,Never Tell\nThem,3,N,Emotions,#bcd4e6
"ENFPs take your companionship very seriously. Don't treat them as inferior or as an acquaintance, they are more.",ENFP,The Campaigner,Diplomats,70,Nv,Never Do\nThis,4,N,Emotions,#bcd4e6
"Never tell them to stop. They have big dreams, unusual hobbies, and other quirks. This is a source of pride. Instead, take part in their passions and let them have fun!",ENFP,The Campaigner,Diplomats,69,Nt,Never Tell\nThem,3,N,Emotions,#bcd4e6
"ENTPs are fairly confident, even in perilous situations. Don't harshly question them or their improvisation.",ENTP,The Debater,Analysts,70,Nv,Never Do\nThis,4,N,Emotions,#bcd4e6
"Never tell them that they make no sense. Although clearing up on confusion is acceptable, bringing someone down isn't! Instead, let them be.",ENTP,The Debater,Analysts,69,Nt,Never Tell\nThem,3,N,Emotions,#bcd4e6
ESTPs are relaxed yet in charge. Don't force them into a box of preconceived notions. Let them remain loose.,ESTP,The Entrepreneur,Explorers,70,Nv,Never Do\nThis,4,N,Emotions,#bcd4e6
"Never tell them a long-winded and confusing wall of words. That's one way to make them lose interest. Instead, break things up in direct and short bits of information.",ESTP,The Entrepreneur,Explorers,69,Nt,Never Tell\nThem,3,N,Emotions,#bcd4e6
ESFPs like to add fun twists to things and socialize. Don't cage or restrict their independent spirits.,ESFP,The Entertainer,Explorers,70,Nv,Never Do\nThis,4,N,Emotions,#bcd4e6
"Never tell them blunt insults. ESFPs are quite diplomatic; insults disturb their normal attitude. Instead, be direct yet respectful. Most of all, be kind.",ESFP,The Entertainer,Explorers,69,Nt,Never Tell\nThem,3,N,Emotions,#bcd4e6
ENTJs are extroverted yet need their alone time. Don't overwhelm them with endless chatter and small talk.,ENTJ,The Commander,Analysts,70,Nv,Never Do\nThis,4,N,Emotions,#bcd4e6
"Never tell them anything when you're not ina normal mood. They will get irritated and pick your argument apart. Instead, approach things neutrally and authentically.",ENTJ,The Commander,Analysts,69,Nt,Never Tell\nThem,3,N,Emotions,#bcd4e6
ENFJs want to understand you. Don't close yourself off from their curious and caring presence.,ENFJ,The Protagonist,Diplomats,70,Nv,Never Do\nThis,4,N,Emotions,#bcd4e6
"Never tell them endless complaints about yourself. They love improvement and people with drive/vision. Instead, actively grow and reflect on life together.",ENFJ,The Protagonist,Diplomats,69,Nt,Never Tell\nThem,3,N,Emotions,#bcd4e6
ESFJs want to help out. Don't refuse their valuable health and insights.,ESFJ,The Consul,Sentinels,70,Nv,Never Do\nThis,4,N,Emotions,#bcd4e6
"Never tell them that they're irrational or stupid. They can be critical. Being social =/= stupidity. Instead, affirm their intelligence and knack for dealing with people.",ESFJ,The Consul,Sentinels,69,Nt,Never Tell\nThem,3,N,Emotions,#bcd4e6
"ESTJs like structure and competency. Don't doubt their ""fair"" rulings and decisions.",ESTJ,The Executive,Sentinels,70,Nv,Never Do\nThis,4,N,Emotions,#bcd4e6
"Never tell them emotionally charged ""critique"" ad hominem. Instead, highlight their individuality + achievements while being respectful and precise.",ESTJ,The Executive,Sentinels,69,Nt,Never Tell\nThem,3,N,Emotions,#bcd4e6
Because they can't count on you for anything.,ISTJ,The Logistician,Sentinels,71,Di,Why They\nDislike You,5,N,Emotions,#bcd4e6
Because you publicly humiliated them.,ESTJ,The Executive,Sentinels,71,Di,Why They\nDislike You,5,N,Emotions,#bcd4e6
Because you belittled their emotions.,ISFJ,The Defender,Sentinels,71,Di,Why They\nDislike You,5,N,Emotions,#bcd4e6
Because you never go anywhere with them.,ESFJ,The Consul,Sentinels,71,Di,Why They\nDislike You,5,N,Emotions,#bcd4e6
Because they think you're being fake.,INFP,The Mediator,Diplomats,71,Di,Why They\nDislike You,5,N,Emotions,#bcd4e6
Because you made them feel like their emotions were invalid.,INFJ,The Advocate,Diplomats,71,Di,Why They\nDislike You,5,N,Emotions,#bcd4e6
Because they think YOU hate THEM.,ENFP,The Campaigner,Diplomats,71,Di,Why They\nDislike You,5,N,Emotions,#bcd4e6
Because you just can't see their point of view.,ENFJ,The Protagonist,Diplomats,71,Di,Why They\nDislike You,5,N,Emotions,#bcd4e6
Because you made them feel really stupid.,ENTP,The Debater,Analysts,71,Di,Why They\nDislike You,5,N,Emotions,#bcd4e6
Because you suck at life.,ENTJ,The Commander,Analysts,71,Di,Why They\nDislike You,5,N,Emotions,#bcd4e6
Because you keep asking them why they look so upset.,INTP,The Logician,Analysts,71,Di,Why They\nDislike You,5,N,Emotions,#bcd4e6
Because you're an idiot.,INTJ,The Architect,Analysts,71,Di,Why They\nDislike You,5,N,Emotions,#bcd4e6
Because you're a complete and total buzzkill.,ESFP,The Entertainer,Explorers,71,Di,Why They\nDislike You,5,N,Emotions,#bcd4e6
Because you said something they created was stupid.,ISFP,The Adventurer,Explorers,71,Di,Why They\nDislike You,5,N,Emotions,#bcd4e6
Because you never want to go outside.,ESTP,The Entrepreneur,Explorers,71,Di,Why They\nDislike You,5,N,Emotions,#bcd4e6
Because you never want to try anything new.,ISTP,The Virtuoso,Explorers,71,Di,Why They\nDislike You,5,N,Emotions,#bcd4e6
"""Yep, outta here!""",ESTP,The Entrepreneur,Explorers,43,H8,When Around\nPeople They Hate,4,I,When...,#f0efeb
"""layers and layers of ironic insults *sees how obvious they can get without the other person noticing",ISTP,The Virtuoso,Explorers,43,H8,When Around\nPeople They Hate,4,I,When...,#f0efeb
"*'nods and smiles until the person goes away, internally disproving everything they say*",ENTP,The Debater,Analysts,43,H8,When Around\nPeople They Hate,4,I,When...,#f0efeb
"""shuffles feet""",INTP,The Logician,Analysts,43,H8,When Around\nPeople They Hate,4,I,When...,#f0efeb
"""Welp, I gotta go, I have plans with that girl-I didn't tell you that earlier? Ooops! Bye!""",ESFP,The Entertainer,Explorers,43,H8,When Around\nPeople They Hate,4,I,When...,#f0efeb
"""silence""",ISFP,The Adventurer,Explorers,43,H8,When Around\nPeople They Hate,4,I,When...,#f0efeb
"""Please leave me alone...""",INFP,The Mediator,Diplomats,43,H8,When Around\nPeople They Hate,4,I,When...,#f0efeb
"""You're doing it wrong.""",ESTJ,The Executive,Sentinels,43,H8,When Around\nPeople They Hate,4,I,When...,#f0efeb
"""moves away*",ISTJ,The Logistician,Sentinels,43,H8,When Around\nPeople They Hate,4,I,When...,#f0efeb
"""Um...the thing you said..it's just really...not right. Sorry...""",ESFJ,The Consul,Sentinels,43,H8,When Around\nPeople They Hate,4,I,When...,#f0efeb
"*sighs a lot""",ISFJ,The Defender,Sentinels,43,H8,When Around\nPeople They Hate,4,I,When...,#f0efeb
"""Okay, stop speaking. You're done.""",ENTJ,The Commander,Analysts,43,H8,When Around\nPeople They Hate,4,I,When...,#f0efeb
"""Goodbye.""",INTJ,The Architect,Analysts,43,H8,When Around\nPeople They Hate,4,I,When...,#f0efeb
"*searches for the person's good qualities in vain""",ENFJ,The Protagonist,Diplomats,43,H8,When Around\nPeople They Hate,4,I,When...,#f0efeb
"""says nothing in the moment but discusses the hated one with their trusted friend later""",INFJ,The Advocate,Diplomats,43,H8,When Around\nPeople They Hate,4,I,When...,#f0efeb
